,Time,User,Tweet,Country
471,2023-01-25 23:52:41+00:00,CleansGlobal,"@ZenithBank Cleanx Global Interiors
#Home_maintenance 
Feel free to contact us! https://t.co/e41OAchBOd",
472,2023-01-25 23:49:28+00:00,Cryptobiggie21,@ruffydfire Congratulations boss. But @ZenithBank is legit the worst bank of the decade.,
473,2023-01-25 23:17:47+00:00,Jar__Of_Hearts,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
474,2023-01-25 23:15:39+00:00,anifowosedanie5,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",
475,2023-01-25 22:54:52+00:00,nano_anozie,"RT @ZenithBank: Keep your account safe from fraudsters.

Protect your account from social media fraudsters by ONLY discussing transaction r…",
476,2023-01-25 22:48:27+00:00,Frank0wusu,@Opresii @ZenithBank,
477,2023-01-25 22:44:35+00:00,J_McMensah,"@Opresii @ZenithBank Trust me, you'll never regret banking with this people...",
478,2023-01-25 22:33:19+00:00,The_Olajide,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
479,2023-01-25 22:33:05+00:00,NobleEphram,"@ZenithBank I lost my BVN SIM card de lost number is 09033864813,, I need ur help I can receive alart how can I???",
480,2023-01-25 22:29:40+00:00,DYCC_MEDIA,@cenbank I need zenith Bank account @ZenithBank,
481,2023-01-25 22:06:30+00:00,Umombe_Luda,@blaq_space @ZenithBank The best thing to do is to stop banking with them,
482,2023-01-25 22:05:04+00:00,IamHengzie,@ZenithBank y’all stealing now? Refund ma money.,
483,2023-01-25 22:04:27+00:00,alexandrea_ao,"RT @SIA_Ayodele: @ZenithBank Chiamaka Jennifer:
I need my money complete. 4,039,900 not 800,500 @ZenithBank Refund my money in full This mo…",
484,2023-01-25 22:03:59+00:00,alexandrea_ao,"RT @a__vanita: Again???  @ZenithBank 
11.4M and you guys aren’t helping or doing anything?

11.4M 89k isn’t a small money.

Sport betting a…",
485,2023-01-25 22:03:56+00:00,Umombe_Luda,@ZenithBank The best thing to do is to stop banking with them,
486,2023-01-25 22:02:22+00:00,Umombe_Luda,"@goldenalfred919 @ZenithBank It's the same thing i am experiencing, of which you will end getting a response reply from fraudsters, in the guise of Zenith Bank",
487,2023-01-25 21:59:14+00:00,Mantee_jnr,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
488,2023-01-25 21:57:48+00:00,Umombe_Luda,"@blaq_space @ZenithBank It's really annoying, the difference between the two of them is that one has a blue icon tag on the logo while d other doesn't https://t.co/VUn94Kj0bj",
489,2023-01-25 21:57:11+00:00,Joycrown_01,@Timbhoe @UNIONBANK_NG @ZenithBank It's lifeless 😑,
490,2023-01-25 21:55:17+00:00,kingsleymmukwu1,"@ZenithBank hello, please why are you people not allowing me withdraw money from my account",
491,2023-01-25 21:53:43+00:00,ola_babsen,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
492,2023-01-25 21:47:20+00:00,donjullio79,"RT @SafemoonGhana: #Safemoon this what #Ghana is facing even with its own major Bank. 

No wonder @GTBankGhana and @ZenithBank are behaving…",
493,2023-01-25 21:39:18+00:00,Baddbang0,RT @a_ma_ka__: @ZenithBank Refund my 4 million naira.😭😭😭😭😭 https://t.co/QjqcjaJPk4,
494,2023-01-25 21:39:14+00:00,mr_teey,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
495,2023-01-25 21:37:21+00:00,oseni_debola,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
496,2023-01-25 21:29:24+00:00,kingnafiu,@ZenithBank At this time your network is the most garbage. I tried purchasing airtime from my account but was unsuccessful and still got debited. Please reverse the money ASAP,
497,2023-01-25 21:26:13+00:00,Do_syke,@ZenithBank you're yet to respond to my complaint,
498,2023-01-25 21:15:12+00:00,Shalommfon7,"RT @ofoeyenohillary: @Ebuka @ZenithBank people transferred money to my account…haven’t seen it till now, please check your dm ohhhh",
499,2023-01-25 21:15:07+00:00,Shalommfon7,@ofoeyenohillary @Ebuka @ZenithBank No be only u ohh my own is money and airtime,
500,2023-01-25 21:14:45+00:00,CEOOnlineStore,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
501,2023-01-25 21:14:45+00:00,Blessin77395677,@ZenithBank Hello @zenithbank pls how can I register my mobile app without my debit card or a token? Currently I’m not in Nigeria so I can’t access any bank pls help me,
502,2023-01-25 21:12:07+00:00,CEOOnlineStore,Jesus Christ!!!! @ZenithBank e no go better for una ooo https://t.co/XXh0W560Dv,
503,2023-01-25 21:11:01+00:00,Sir_brains,"If you don't want to wash plate in the eateries, kindly avoid banking with zenith bank!!!! 
This bank can frustrate person's life. 
@ZenithBank",
504,2023-01-25 21:10:57+00:00,ChinasaNgene,@ZenithBank I need small loan to boost my business via my zenith account,
505,2023-01-25 21:03:25+00:00,neggrhoe,@ZenithBank Zenithbank please refund my money ASAP,
506,2023-01-25 21:03:17+00:00,essossa_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
507,2023-01-25 21:02:10+00:00,BaagaIsaDahiru,"@cenbank The aim of this program is defeated. The commercial banks refused to release the redesigned Naira notes to MMO.🤷 
@UBACares 
@cenbank 
@ZenithBank",
508,2023-01-25 21:01:53+00:00,BlaqDemo,"@ZenithBank Zenith bank are thieves, i bought an airtime using my zenith online banking, they deducted from my account but didn't credit my mobile line.",
509,2023-01-25 20:57:44+00:00,tonyejessica,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
510,2023-01-25 20:56:42+00:00,SadikBichi,@ZenithBank you said I should engage you via DM and you just left me there to be talking to myself,
511,2023-01-25 20:53:39+00:00,Bjum_jum,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
512,2023-01-25 20:53:31+00:00,ChukwunonsoObi5,@Emmteco1 @ZenithBank Since September I have not seen my 6k,
513,2023-01-25 20:52:31+00:00,fiyin_a_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
514,2023-01-25 20:51:12+00:00,OlysarP,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
515,2023-01-25 20:50:17+00:00,jamesingbian,"@yagerbenjamin @MTNNG @cenbank @ZenithBank
I've sent dm to @MTN180 without response nor even an acknowledgement 🤔😮","Place(_api=<tweepy.api.API object at 0x000001E6C271B370>, id='00611f1548c7bdef', url='https://api.twitter.com/1.1/geo/id/00611f1548c7bdef.json', place_type='city', name='Kano', full_name='Kano, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001E6C271B370>, type='Polygon', coordinates=[[[8.4475987, 11.9296331], [8.6073347, 11.9296331], [8.6073347, 12.0803669], [8.4475987, 12.0803669]]]), attributes={})"
516,2023-01-25 20:49:57+00:00,olukayblark,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
517,2023-01-25 20:46:50+00:00,aggie_akpabio,@ZenithBank @ZenithBank @ZenithBank @ZenithBank 😫😫😫😫😫,
518,2023-01-25 20:39:43+00:00,Umombe_Luda,"@ZenithBank i did an airtime mobile recharge of #300 yesterday and i was debited, without receiving the call airtime. So why is it that way?? Am requesting for a refund ASAP. Kindly reply. Thanks",
519,2023-01-25 20:35:30+00:00,emmanely32,@omolayo_iyanu @aiishadahir @Tobiloba___a @ZenithBank Dey play,
520,2023-01-25 20:33:25+00:00,Maxwell03126505,@Opresii @ZenithBank,
521,2023-01-25 20:30:47+00:00,GovHRMatthew,@isaiahabisoye @ZenithBank Good evening bro. Please what steps did u take to solve this?🤲🏾,
522,2023-01-25 20:27:59+00:00,aliu_rachael,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
523,2023-01-25 20:23:01+00:00,WinstonJay09,@ZenithBank You guys should return my money 🥺,
524,2023-01-25 20:22:39+00:00,WinstonJay09,@ZenithBank The most annoying bank have ever met 😡 with different kind of scam method,
525,2023-01-25 20:19:41+00:00,thebenadewunmi,@ZenithBank you’re yet to credit me my bought airtime after being debited from my bank account.,
526,2023-01-25 20:17:46+00:00,raphaelsketics,@Opresii @ZenithBank,
527,2023-01-25 20:17:36+00:00,teegarofficial,RT @saikidaniel1: @ZenithBank @teegarofficial,
528,2023-01-25 20:16:27+00:00,QuadriAniyikaye,@ZenithBank I am frustrated with the non-assisting assistance you are giving me regarding my blocked bank app. I sent an email months back and I got a reply to try some numbers and a ZiVa WhatsApp number yet nothing is forthcoming. The Ziva WhatsApp number keeps saying that the,
529,2023-01-25 20:15:04+00:00,Primus_unbound,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
530,2023-01-25 20:12:48+00:00,teegarofficial,@saikidaniel1 @ZenithBank my brother 4 life,
531,2023-01-25 20:11:27+00:00,__lolaog,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
532,2023-01-25 20:06:47+00:00,Chumpzzzzz,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
533,2023-01-25 20:06:13+00:00,Yucee_Loveth,@Arebecca_2003 @man_of_royalty @ZenithBank Can you imagine...we need an explanation to his we acquire this charges,
534,2023-01-25 20:06:07+00:00,REALTYINVEST2,@ZenithBank Zenith Bank pls release my 75k pls since Nov 22nd 2022,
535,2023-01-25 20:04:52+00:00,UdemeUmoh16,"Dear @ZenithBank

I bought credit of 1500 yesterday around past 12pm and I wasn't credited with the card but was debited from my account. Till now it hasn't been reversed neither have I gotten the card I purchased from my account.
@cenbank",
536,2023-01-25 20:03:25+00:00,Igbofirst,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
537,2023-01-25 20:01:08+00:00,MarkJam68443479,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",
538,2023-01-25 19:59:30+00:00,blackdayamond,"@_Lara_Annie They are yet to refund the 10k I transferred to someone since November... I was debited and the person didn't receive the money... I've visited their branches twice, written a complaint letter and still nothing @ZenithBank",
539,2023-01-25 19:56:42+00:00,FolakemiAdeloye,@ZenithBank you really need to do better. Get the man his money back 😡 https://t.co/JAzgOKnEGE,
540,2023-01-25 19:56:01+00:00,mz_maychivir,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
541,2023-01-25 19:54:31+00:00,Emma_Jnr22,@ZenithBank Please I did data bundle I was debited I didn't get it... It's already 48hrs the bank told me,
542,2023-01-25 19:54:11+00:00,Fesimaxu,"@ZenithBank In your dm, thanks",
543,2023-01-25 19:51:43+00:00,Timbhoe,Can @UNIONBANK_NG and @ZenithBank come and remove their ATM stands in UI please. Make better banks come in abeg😤,"Place(_api=<tweepy.api.API object at 0x000001E6C271B370>, id='0065f09a6666479e', url='https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', place_type='city', name='Ibadan', full_name='Ibadan, Nigeria', country_code='NG', country='Nigeria', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001E6C271B370>, type='Polygon', coordinates=[[[3.7770114, 7.2991429], [4.0335816, 7.2991429], [4.0335816, 7.5590064], [3.7770114, 7.5590064]]]), attributes={})"
544,2023-01-25 19:49:04+00:00,NappyBozz,@ZenithBank Don’t assist me again I no dey bank again,
545,2023-01-25 19:48:40+00:00,HoneyBarnabas,@ZenithBank Uwc,
546,2023-01-25 19:48:36+00:00,davidon_usifo,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
547,2023-01-25 19:46:23+00:00,enaohwoiv,"@ZenithBank 
Kindly respond to the dm I sent. Thank you",
548,2023-01-25 19:40:58+00:00,daviesizyboy20,@ZenithBank U are the worst bank of all time always coming in between businesses with poor technical support. U can't automatically reverse a  failed electronic transaction to the point one will be calling customer care burning airtime and still won't get attention. I'm done ✅,
549,2023-01-25 19:39:06+00:00,Longestabdull,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
550,2023-01-25 19:38:42+00:00,MrSean_Okwute,@abbeysite4real2 @channelstv @godwinemefiel @cenbank @ZenithBank Na you dey collect .,
551,2023-01-25 19:38:08+00:00,deegold001,@ZenithBank my money was deducted at the pos but the transaction was declined and I also recharged through my bank app they debited me and did not credit me my airtime pls kindly respond into this. Thanks,
552,2023-01-25 19:37:28+00:00,adonis_xoxo1,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
553,2023-01-25 19:37:24+00:00,deniji_tt,@ZenithBank has finally disgraced me,
554,2023-01-25 19:35:52+00:00,Mide_Sue,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
555,2023-01-25 19:33:30+00:00,bkspapa03,"RT @ZenithBank: Tell us in the comments.

#ZenithBank #Teasers #Puzzles #Tuesday https://t.co/vEODGYatFr",
556,2023-01-25 19:31:25+00:00,theOluwakemi,"@ZenithBank give me a reversal !!! It’s been more than 48 working hours. I’ve mailed , I’ve chatted you up. Pay me back my money!!! @ZenithBank",
557,2023-01-25 19:29:36+00:00,m_settler,Take out all your money from @ZenithBank https://t.co/UFFDKjxP2h,
558,2023-01-25 19:28:24+00:00,slimbumzie,"@mannylams @yojora @officialEFCC @ZenithBank @cenbank That IS NOT the solution. As a licensed financial institution they need to be investigated for aiding and enabling fraud. Hence, EFCC",
559,2023-01-25 19:28:15+00:00,Opemsssss,"RT @rsvptemple: don’t we have enough material to initiate a class action suit v. @ZenithBank ???

it is getting embarrassing at this point.",
560,2023-01-25 19:26:04+00:00,sagamu1stSON,"@SK_ENTERPRISE2 That Bank dey give me tough time, one of the useless bank in Nigeria. @ZenithBank",
561,2023-01-25 19:24:13+00:00,lonarhodesvf,@ZenithBank you guys are they worst bank someone can bank with good for nothing,
562,2023-01-25 19:23:31+00:00,bbermoto,@Owolabihelen5 @iyaboawokoya @ZenithBank I got new notes from @FirstBankngr ATM though. ZBN ATMs werent even working.,
563,2023-01-25 19:22:14+00:00,get_carbon,"@Edvige72 @Carbon @ZenithBank Hello, thank you for contacting Carbon. We do not have any related request from this customer. When the account holder contacts us, we will attend to the request.",
564,2023-01-25 19:22:12+00:00,Hoyinlola7,@ZenithBank what is going on…. someone transferred money to me 2days ago which take hours for you to credit me.. the same thing happened yesterday and it has happened today again… someone sent me money for an hour now and i have not been credited till now… zenith,
565,2023-01-25 19:20:59+00:00,olawale_04,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
566,2023-01-25 19:18:20+00:00,kikiokeke,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
567,2023-01-25 19:16:21+00:00,Edvige72,@get_carbon @Carbon @ZenithBank She tried unsuccessfully throughout today,
568,2023-01-25 19:14:16+00:00,sholawa,"Here's your reminder for today. Please move your money away from @ZenithBank, they do not care and neither will they protect you from losses.",
569,2023-01-25 19:14:13+00:00,DarkAlin_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
570,2023-01-25 19:13:19+00:00,adrianjay67,@yabaleftonline @ZenithBank,
571,2023-01-25 19:11:22+00:00,noblejoann,@ZenithBank What's electronic money transfer levy?? Una jibiti too much,
572,2023-01-25 19:08:42+00:00,Yadah___,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
573,2023-01-25 19:08:03+00:00,adrianjay67,RT @adrianjay67: @ZenithBank are thieves CBN should look into this bank,
574,2023-01-25 19:07:52+00:00,TimseabasiT,@ZenithBank Refund me my 7k  airtime money na! The person responding in the DM is not answering me😡😡😡,
575,2023-01-25 19:04:32+00:00,Owolabihelen5,@bbermoto @iyaboawokoya @ZenithBank Aside from zenith bank all others banks too are dispensing old note from their ATM,
576,2023-01-25 19:03:53+00:00,Phemmzy01,"RT @a_ma_ka__: Please Nigerians keep tagging @ZenithBank ….I need my money complete. 4,039,900 not 800,500
@ZenithBank Refund my money in f…",
577,2023-01-25 19:03:26+00:00,BubbaSadiq,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
578,2023-01-25 19:02:50+00:00,adrianjay67,@cenbank please you guys should look into this bank @ZenithBank this guys are torturing people 😡😡😡,
579,2023-01-25 19:01:49+00:00,Gokentetsu,"@ZenithBank I don’t know what is wrong with ur network, we wud make transfer from ur CIB it wont go, all of a sudden we started receiving debit alert. What is going on with ur bank.",
580,2023-01-25 19:01:04+00:00,saratu,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
581,2023-01-25 18:57:48+00:00,adrianjay67,@ZenithBank are thieves CBN should look into this bank,
582,2023-01-25 18:55:17+00:00,bbermoto,"@iyaboawokoya Maybe. The new cashless policy,CBN'll reduce d amount of cash in circulation, to push pple to use d online channels for transactions. However, some banks like @ZenithBank ATMs that're supposed to disburse the new notes, are out of service while old notes are given over d counter.",
583,2023-01-25 18:55:12+00:00,tinysingsong,@Elphilipay @ZenithBank Hmm zenith bank can frustrate your life me after this my transaction reflect I de close the account ahh since person no fit run swift transaction with em nonsense bank,
584,2023-01-25 18:54:56+00:00,neyenima,"@ZenithBank Thank you for not giving me a heart attack, for real! Thank you! Thank you Lord.",
585,2023-01-25 18:54:31+00:00,Behzadd161,"RT @SafemoonGhana: #Safemoon this what #Ghana is facing even with its own major Bank. 

No wonder @GTBankGhana and @ZenithBank are behaving…",
586,2023-01-25 18:53:12+00:00,Elphilipay,"@tinysingsong @ZenithBank Bro....
Dem don go",
587,2023-01-25 18:51:55+00:00,AdekoyejoSunday,@ZenithBank U people should release my 10k bank ofo,
588,2023-01-25 18:51:08+00:00,Tommjoyzy1,@ZenithBank @_kingbolt @ekuma_l Hello,
589,2023-01-25 18:51:05+00:00,behd_guys,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
590,2023-01-25 18:50:24+00:00,marhreeyah,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
591,2023-01-25 18:48:16+00:00,ThisIsChief,@ZenithBank Your service is awful. Money sent since morning. Till now it hasn't reflected and the sender has been debited. 👎,
592,2023-01-25 18:47:53+00:00,tinysingsong,Zenith bank @ZenithBank don cast I swear,
593,2023-01-25 18:43:47+00:00,SadikBichi,If the transaction is clearly showing failed on my mobile app then why did you debit me since morning and  still refuse to  credit me back after almost 12 hours now? @ZenithBank,
594,2023-01-25 18:43:22+00:00,daemperor007,"@Soniachidi @ZENITHBANKPLDSQ @ZenithBank It's just terrible. 

They popped up under my tweet about Zenith bank a few days ago too.",
595,2023-01-25 18:42:47+00:00,_plusorminus,"@ZenithBank I requested for my statement of account and I've not still seen it 
What is going on nau",
596,2023-01-25 18:40:37+00:00,tijjani32807326,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",
597,2023-01-25 18:40:21+00:00,aliyu_figo,@ZenithBank please answer my DM,
598,2023-01-25 18:39:58+00:00,nafiuibrahymsfn,"@ZenithBank Your bank ""used"" to be a home, but know Katsina branch is just making me have a kinda headache, ATM's perfectly installed but for the cameras, I think I will switch allegiance.",
599,2023-01-25 18:38:48+00:00,TheDaveAyo,"It's insider fraud.

Yur account was most likely compromised when you called for your stolen stuffs.

I got scared today when a customer care rep (I called) was asking for my BVN over the phone - official customer care.

What do you need my BVN for??

@zenithbank need to fix up! https://t.co/PwZqgHbrCj",
600,2023-01-25 18:38:34+00:00,nalafa644,"@ZenithBank I attempted to withdraw from one of the ATMs at your Oke Odo, Ile epo branch, I was debited but the machine did not pay me and it's not been reversed since Saturday 21st of January",
601,2023-01-25 18:32:45+00:00,SuzieOrefi,🥵😡😡😡😡😡@ZenithBank @ZenithBank @ZenithBank,
602,2023-01-25 18:32:40+00:00,OSagbele,"RT @ZenithBank: Important Public Notice.

#ZenithBank #CBN #Friday #Weekend #Nigeria #Money #Transfer #Funds https://t.co/43ABsoJurC",
603,2023-01-25 18:32:34+00:00,OlabodeRollab,"@ZenithBank #10,100 was sent to me this afternoon, from first bank account but yet to receive the credit alert till now and the transaction was successful. Time :1:01pm . Date :25/01/2013.",
604,2023-01-25 18:32:04+00:00,SuzieOrefi,@ZenithBank I won’t call again oh but I don’t know how you want to resolve my matter. Haba na? Don’t be playing this expensive games oh. Money no Dey to buy another credit oh,
605,2023-01-25 18:30:58+00:00,TimseabasiT,@ZenithBank @DOMINICSP11 7k lost over unsuccessful airtime transactions today. What is going on now?@ZenithBank,
606,2023-01-25 18:30:53+00:00,SuzieOrefi,@ZenithBank what did you just do? After waiting for 27 minutes and 36 customers and you end the call without talking to me? All I was hearing was the customer care agent gisting over my credit. Shey una Dey whine me ni? Abeg abeg stop this rough play oh.,
607,2023-01-25 18:30:45+00:00,Georgechuks1,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
608,2023-01-25 18:28:50+00:00,OlabodeRollab,"@ZenithBank #10,100 was sent to me this afternoon, from first bank account but yet to receive the  credit alert till now and the transaction was successful since 1:00pm today 25/01/2023.",
609,2023-01-25 18:28:25+00:00,evi_veno,"@ZenithBank Zenith Bank !!!!!!!!!
I made a transaction this afternoon …I have been debited but the person is yet to receive it….why!!!!!!!!….kindly check DM",
610,2023-01-25 18:28:03+00:00,UgwaMaryann,"@ZenithBank Please with all due respect Zenith bank you guys cannot be withdrawing my money every blessed day what is this charge (6180) for , pls Zenith bank Return my money... https://t.co/HpdavgenRK",
611,2023-01-25 18:26:43+00:00,Nguevese_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
612,2023-01-25 18:26:32+00:00,huntinghunter99,"Zenith Bank, why all this stress, nah?
@ZenithBank",
613,2023-01-25 18:22:58+00:00,NerveAgentt,@ZenithBank is at it again. Your network is bull crap.,
614,2023-01-25 18:20:57+00:00,IkponmwenMike,"RT @ZenithBank: Let us help you reach your Zenith.

#ZenithBank #Wednesday #GoodMorning #MorningMotivation https://t.co/V87gdQJGjT",
615,2023-01-25 18:20:36+00:00,UgwaMaryann,@ZenithBank https://t.co/AZn6Nxf1G6,
616,2023-01-25 18:20:20+00:00,MgboaluE,"@myaccessbank, @UBAGroup, @ZenithBank, @wemabank, @fidelitybankplc, @FBN_help,@MyFCMB, @fcmb_help etc @cenbank why is your ATM not dispensing cash since yesterday n why are you not paying the new notes even when you go to the banking hall?",
617,2023-01-25 18:20:11+00:00,Otedola_,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
618,2023-01-25 18:20:10+00:00,neyenima,"@ZenithBank Do not bring tears out of my eyes, I’ve been in traffic today, do not finish me.",
619,2023-01-25 18:13:07+00:00,thetaeo,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
620,2023-01-25 18:10:30+00:00,Moyoscoooo,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
621,2023-01-25 18:09:35+00:00,bellatruth36,"@OlsbproMAX @OZILPEAKER @ZenithBank Exactly,  they're scammers",
622,2023-01-25 18:08:50+00:00,OlsbproMAX,"@OZILPEAKER @ZenithBank Don't send the guys in the comment session a message o

They are not the real Zenith bank",
623,2023-01-25 18:08:42+00:00,DunsDoesitAll,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
624,2023-01-25 18:08:11+00:00,reachabi,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
625,2023-01-25 18:05:10+00:00,tosinmajewa,RT @a_ma_ka__: It’s been 1week now and @ZenithBank has still not communicated any information to me. I have been the one calling all their…,
626,2023-01-25 18:03:49+00:00,DJ_JAYLOW001,@cenbank @cenbank please tell @ZenithBank to refund my money,
627,2023-01-25 18:01:11+00:00,Gafar__,Yes @ZenithBank you! Go read my last tweet,
628,2023-01-25 17:56:15+00:00,Bhordemarz,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
629,2023-01-25 17:56:09+00:00,OZILPEAKER,@ZenithBank please i made a top up of 1'500 from my zenith account since yesterday evening and my MTN line is yet to be credited,
630,2023-01-25 17:55:48+00:00,KillingPython,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
631,2023-01-25 17:47:08+00:00,KOGBAGIDIMODER1,"@ZenithBank What happen to you guys abi what are you guys turning to 
It have not come to worse that @ZenithBank can not give account of my transaction. Them don stole my money oooo",
632,2023-01-25 17:45:52+00:00,Lexmaiye,"So I sent money and received money, but till now I still have not received any credit or debit alert, no ideas if the money went through. Funny enough the message for the USSD transaction came in, guess the bank. Of course it’s the @ZenithBank at the zenith of uselessness.",
633,2023-01-25 17:45:38+00:00,dumebie_,@ZenithBank is it until someone has to wash plates in public that you’d put yourself together?? Why are you so unreliable?????,
634,2023-01-25 17:44:49+00:00,DOMINICSP11,"Zenith Bank is one of the most useless bank in Nigeria...they'll debit you for airtime and still not credit your mobile line.
@ZenithBank",
635,2023-01-25 17:43:30+00:00,KOGBAGIDIMODER1,@ZENITHBANKPLDSQ You guys are not attending to me instead you complaining of my Gmail @ZenithBank,
636,2023-01-25 17:42:26+00:00,olayink48715461,@ZenithBank Who else pass you that debit me 200k since July till now new year,
637,2023-01-25 17:42:11+00:00,Obekx_,I almost collect beating today coz of @ZenithBank 💀,
638,2023-01-25 17:35:51+00:00,KOGBAGIDIMODER1,"@SanyaOwoblow @ZenithBank @officialEFCC @cenbank There now thief, the same thing happens to me",
639,2023-01-25 17:34:17+00:00,KOGBAGIDIMODER1,"@ZenithBank The way my country is now going is unbelievable to the extent that @ZenithBank can't give account of my debited transaction. Henceforth, we need to be very careful of this bank because have try all my possible best to reach them but nn @ZenithBank come and settle me",
640,2023-01-25 17:33:25+00:00,Gracydearie,@ZenithBank @ZenithBank @cenbank for More that a week now you are yet to reverse my money after giving me 48/72 working hours that's so so unfair https://t.co/mqqWC7LLbY,
641,2023-01-25 17:32:54+00:00,KOGBAGIDIMODER1,"@ZenithBank The way my country is now going is unbelievable to the extent that @ZenithBank can't give account of my debited transaction. Henceforth, we need to be very careful of this bank because have try all my possible best to reach them but no, come and settle my money",
642,2023-01-25 17:32:11+00:00,nayummie,"RT @yojora: @officialEFCC 
There’s massive fraud going in/through @ZenithBank , this person and many others have complained and it looks li…",
643,2023-01-25 17:31:51+00:00,tinysingsong,This bank called @ZenithBank is just useless I swear,
644,2023-01-25 17:31:10+00:00,hazeenat,"Please, what is wrong with zenith bayiii. Why am I being debited when I didn't make any transactions, and when I try to transfer, it tells me I've reached my transfer limit when I didn't even make any transfer? @ZenithBank  kilon shele ooo",
